CASEID,SEX,AGE,RACE,MARITAL,CHILDS,AGEKDBRN,EARNRS,BORN,CLASS,DWELOWN,INCOMECAT,INCOME,RINCOMECAT,RINCOME,EDUC,SPEDU,PAEDU,MAEDUC,DEGREE,SPDEG,PADEG,MADEG,WRKSTAT,SPWRKSTA,HRS1,SPHRS1,WRKSLF,WRKGOVT,TVHOURS,PARTYID,PARTYID3,POLVIEWS,POLVIEWS3,CAPUN,GUNLAW,EQWLTH,HELPPOOR,HELPNOT,HELPSICK,TAX,ODDS1,ODDS2,HOTCORE,EARTHSUN,JOBLOSE,JOBFIND,SATJOB,RICHWORK,JOBINC,JOBSEC,JOBHOURS,JOBPROMO,JOBMEANS,NEWS,HAPPY,HAPMAR,HEALTH,LIFE,UNEMP,UNION,PARSOL,KIDSSOL
57180,1,44,3,1,0,,2,1,3,2,24,"140,000",21,"82,500",20,18,,14,4,4,,2,1,1,40,40,2,1,1,,,2,1,2,1,,,,,1,,,,,4,1,1,1,3,5,4,2,1,1,1,1,1,1,,,,
57181,2,58,1,5,0,,1,1,3,1,15,"27,500",15,"27,500",16,,12,12,3,,1,1,1,0,40,,2,2,4,2,2,2,1,,1,,,,,1,,,,,4,3,1,1,3,1,2,5,4,5,3,,1,1,,,,
57182,1,41,1,5,0,,0,1,2,,8,"9,000",,,16,,16,12,3,,3,1,7,0,,,2,2,,2,2,2,1,2,1,3,3,2,3,1,2,1,1,1,,,1,,,,,,,,1,,1,1,1,4,2,
57183,2,61,1,5,0,,1,1,3,,18,"45,000",,,18,,12,12,4,,1,1,5,0,,,2,1,,1,1,5,3,2,2,5,3,1,1,1,,,,,,,,,,,,,,,2,,1,1,2,1,1,1
57184,2,56,1,5,1,41,1,1,3,,15,"27,500",14,"23,750",16,,16,16,3,,3,3,2,0,30,,2,1,,0,1,3,1,1,1,1,1,1,1,1,,,,,,,1,1,,,,,,,1,,1,1,1,1,3,2
57185,2,79,1,2,1,30,0,2,2,2,19,"55,000",,,16,,12,8,4,,1,0,5,0,,,2,1,1,1,1,4,2,2,,1,1,3,1,,2,1,1,1,,,,,2,4,5,3,1,2,1,,,,2,4,4,2
57186,1,32,1,5,0,,1,1,3,,20,"67,500",20,"67,500",14,,12,14,1,,1,1,1,0,40,,2,2,,1,1,4,2,1,1,2,1,2,1,1,,,,,,,1,1,,,,,,,2,,2,1,1,1,2,2
57187,2,68,1,3,0,,0,2,3,2,15,"27,500",,,19,,14,,4,,1,,5,0,,,2,1,0,3,2,4,2,1,1,,,,,2,,,,,,,,,4,3,1,5,2,4,3,,3,2,,,,
57188,2,89,1,2,2,31,0,1,3,,23,"120,000",,,15,,,12,1,,1,1,5,0,,,2,2,,2,2,2,1,2,1,7,,,,,,,,,,,,,,,,,,,2,,3,2,2,4,,3
57189,1,38,3,1,0,,2,2,3,,25,"175,000",25,"175,000",20,19,20,16,4,4,4,3,1,7,60,,2,2,,5,3,4,2,1,1,4,1,3,4,1,,,,,,,2,1,,,,,,,2,1,2,2,2,4,1,1
57190,2,29,2,5,0,,1,1,2,2,15,"27,500",15,"27,500",16,,12,14,2,,1,2,1,0,40,,2,2,2,,,4,2,,1,,,,,1,,,,,3,3,1,2,2,4,3,1,5,3,2,,2,1,,,,
57191,1,77,2,2,3,32,2,2,2,1,24,"140,000",,,17,,,7,4,,,0,5,0,,,2,1,2,0,1,3,1,2,1,,,,,1,,,,,,,,,1,2,4,3,5,1,2,,2,1,,,,
57192,1,47,2,4,1,22,1,1,2,,20,"67,500",14,"23,750",13,,12,12,1,,,1,1,0,37,,2,2,,0,1,2,1,1,1,4,3,3,3,1,,,,,,,2,1,,,,,,,2,,2,1,2,4,4,5
57193,1,53,2,1,4,27,2,2,2,1,25,"175,000",23,"120,000",16,14,,5,3,2,,0,1,1,40,40,2,2,1,2,2,5,3,1,,1,3,3,4,,2,1,2,1,3,3,3,,,,,,,1,1,2,,,2,4,1,3
57194,2,54,2,3,0,,1,1,2,1,22,"100,000",22,"100,000",14,,10,12,1,,,1,5,0,,,2,1,3,0,1,4,2,2,1,,,,,1,,,,,,,,,2,3,4,5,1,2,2,,1,2,,,,
57195,2,64,2,3,3,20,1,1,3,,21,"82,500",21,"82,500",18,,,14,4,,,2,3,0,,,2,1,,0,1,2,1,2,1,3,2,2,2,2,2,1,1,1,,,1,2,,,,,,,1,,1,1,2,1,2,2
57196,2,62,1,5,4,17,0,1,1,2,,,,,16,,,6,3,,,0,8,0,,,2,,,2,2,4,2,2,,6,,3,1,,1,1,1,1,,,,,4,3,5,1,2,5,1,,,,2,4,5,1
57197,2,30,1,5,0,,1,1,3,1,20,"67,500",18,"45,000",20,,14,16,4,,2,3,1,0,57,,2,2,1,1,1,3,1,1,1,,,,,1,,,,,4,3,2,1,1,2,3,5,4,2,2,,1,2,,,,
57198,1,61,1,1,2,37,2,1,3,1,25,"175,000",25,"175,000",20,18,9,9,4,3,0,1,1,1,30,40,1,1,3,6,3,7,3,1,2,,,,,1,,,,,4,1,1,2,1,4,2,5,3,1,1,1,2,1,,,,
57199,1,63,1,5,2,34,0,1,3,2,10,"13,750",,,16,,12,16,3,,4,3,5,0,,,2,2,2,7,,1,1,,2,,,,,2,,,,,,,,,2,4,5,3,1,1,2,,1,1,,,,
57200,1,41,1,1,1,39,2,1,2,1,24,"140,000",21,"82,500",20,19,12,6,4,4,1,0,1,1,40,40,2,1,2,1,1,4,2,1,1,,,,,1,,,,,4,3,2,2,1,3,4,5,2,2,1,1,2,,,,,
57201,2,57,3,1,2,32,2,2,3,1,23,"120,000",21,"82,500",16,16,18,18,3,3,4,4,1,1,40,40,2,2,3,3,2,5,3,1,1,,,,,1,,,,,4,2,2,1,2,3,5,1,4,1,2,2,1,1,,,,
57202,2,29,1,5,0,,2,1,3,1,16,"32,500",10,"13,750",14,,8,8,1,,0,0,1,0,37,,2,2,1,5,3,6,3,1,,7,3,3,3,,2,2,1,2,3,3,2,,1,2,5,3,4,2,2,,,,2,1,1,1
57203,1,40,1,1,2,34,2,1,3,,22,"100,000",19,"55,000",20,19,12,14,4,4,1,2,1,1,60,40,2,1,,6,3,6,3,1,2,7,5,5,5,1,2,1,1,1,,,1,1,,,,,,,1,1,2,1,1,3,2,3
57204,1,21,1,5,0,,2,1,3,2,23,"120,000",13,"21,250",14,,,13,1,,,1,1,0,40,,2,2,2,3,2,4,2,1,,5,3,3,2,,2,1,1,1,4,1,2,,,,,,,5,2,,,,2,1,2,2
57205,1,55,1,1,6,24,2,1,2,,20,"67,500",19,"55,000",12,12,16,12,1,1,3,1,1,2,40,20,1,2,,3,2,5,3,1,1,7,3,3,5,2,,,,,,,2,1,,,,,,,2,2,2,2,1,4,3,
57206,2,81,1,2,4,21,1,2,3,,,,,,15,,7,5,1,,0,0,5,0,,,2,2,,6,3,6,3,,1,4,5,5,5,1,,,,,,,,,,,,,,,2,,2,2,2,4,5,4
57207,2,38,1,1,2,29,2,1,3,,24,"140,000",20,"67,500",17,17,16,13,4,4,3,1,3,1,,50,2,1,,1,1,4,2,1,1,3,4,3,3,1,,,,,,,1,2,,,,,,,1,1,1,2,2,4,2,3
57208,1,37,1,4,2,32,1,1,2,,16,"32,500",8,"9,000",12,,12,20,1,,1,4,1,0,89,,1,2,,7,,3,1,1,2,6,3,3,2,1,,,,,,,1,1,,,,,,,1,,3,1,1,4,4,4
57209,2,45,1,1,2,34,1,1,2,,23,"120,000",,,18,18,16,12,4,4,3,1,7,3,,,2,2,,0,1,2,1,2,1,4,3,3,2,2,2,1,1,1,,,2,,,,,,,,1,1,1,2,1,2,3,3
57210,2,37,2,5,0,,1,1,2,1,19,"55,000",19,"55,000",16,,12,12,3,,1,1,1,0,36,,2,2,4,2,2,4,2,,,5,2,3,3,,2,1,1,1,3,3,1,,,,,,,4,2,,,,2,1,2,
57211,1,55,3,3,3,20,1,2,2,2,,,,,16,,14,12,4,,1,1,1,0,40,,2,2,0,3,2,4,2,,,1,1,1,3,,2,1,1,1,3,3,1,,,,,,,1,2,,,,2,1,2,2
57212,2,74,1,3,2,23,1,1,,,19,"55,000",10,"13,750",16,,8,12,3,,0,1,2,0,24,,2,2,,3,2,4,2,1,1,4,5,5,3,2,2,2,1,1,,,1,1,,,,,,,2,,1,1,2,4,1,2
57213,2,84,1,5,0,,0,1,3,,,,,,20,,10,9,3,,0,0,5,0,,,2,1,,1,1,4,2,2,1,2,3,3,3,2,,,,,,,,,,,,,,,3,,,1,2,1,2,
57214,1,54,1,1,5,29,1,1,2,,15,"27,500",15,"27,500",14,13,14,12,1,1,1,1,1,4,60,,2,2,,3,2,4,2,1,1,1,3,3,3,2,,,,,,,3,2,,,,,,,3,3,2,3,2,4,3,3
57215,1,23,2,5,1,22,3,1,2,1,,,6,"6,500",13,,16,16,1,,3,3,1,0,40,,2,2,2,3,2,4,2,,1,,,,,1,,,,,4,2,1,1,2,3,5,4,1,5,2,,1,2,,,,
57216,2,25,3,1,1,19,2,2,2,2,11,"16,250",4,"4,500",6,5,2,3,0,0,0,0,2,4,30,,2,2,2,0,1,3,1,2,,1,1,1,1,,8,8,8,8,3,,2,,1,2,3,4,5,5,2,2,,,1,4,1,
57217,2,81,1,3,2,25,1,2,2,1,11,"16,250",,,14,,12,12,1,,1,1,5,0,,,2,2,3,0,1,2,1,2,,1,2,1,2,,2,1,1,1,,,,,,,,,,5,2,,,,2,4,2,4
57218,1,48,1,1,1,40,3,1,2,1,22,"100,000",22,"100,000",14,12,,10,2,1,0,0,1,2,60,25,2,1,1,4,2,4,2,1,2,,,,,1,,,,,3,2,3,1,1,2,3,4,5,4,2,2,3,1,,,,
57219,1,46,1,5,0,,0,1,3,2,11,"16,250",,,12,,12,12,1,,1,1,8,0,,,2,2,2,6,3,7,3,1,1,,,,,1,,,,,,,,,2,3,4,5,1,3,3,,4,1,,,,
57220,1,51,3,1,6,22,1,2,1,,15,"27,500",15,"27,500",6,6,6,0,0,0,0,0,1,7,40,,2,2,,1,1,5,3,1,1,1,1,1,1,1,1,2,1,1,,,1,2,,,,,,,3,3,3,2,2,4,2,2
57221,2,86,2,2,0,,1,1,3,1,12,"18,750",,,14,,16,12,2,,3,1,5,0,,,2,2,5,0,1,4,2,1,,3,3,3,1,,2,1,1,2,,,,,2,3,4,1,5,2,2,,,,2,4,2,
57222,1,54,3,1,2,21,2,1,2,,19,"55,000",16,"32,500",10,13,2,2,0,1,0,0,1,1,60,40,1,2,,0,1,2,1,1,1,1,5,1,4,1,,,,,,,2,1,,,,,,,1,1,2,1,2,4,1,2
57223,2,45,1,5,0,,1,1,2,1,21,"82,500",21,"82,500",14,,13,12,2,,1,1,1,0,40,,2,2,3,3,2,2,1,2,,4,3,5,1,,1,1,8,1,4,3,2,,4,1,5,2,3,2,1,,,,2,4,4,
57224,2,75,1,2,3,21,0,2,3,,21,"82,500",,,18,,,6,4,,,0,5,0,,,2,1,,2,2,2,1,2,1,2,3,3,3,2,,,,,,,,,,,,,,,2,,1,1,2,1,1,2
57225,1,23,1,5,0,,1,1,2,2,17,"37,500",16,"32,500",14,,,14,1,,,1,1,0,48,,2,2,1,2,2,3,1,1,,1,2,2,3,,2,1,1,1,4,3,2,,,,,,,4,2,,,,2,4,1,2
57226,2,63,1,3,1,34,1,1,3,,20,"67,500",20,"67,500",13,,8,6,1,,0,0,1,0,40,,2,1,,0,1,6,3,1,1,1,1,1,1,1,,,,,,,1,2,,,,,,,1,,1,1,2,4,2,2
57227,2,82,1,3,5,20,0,1,3,,9,"11,250",,,12,,,8,1,,0,0,5,0,,,2,2,,2,2,4,2,1,1,1,1,3,5,2,8,8,1,8,,,,,,,,,,,1,,2,1,2,4,3,4
57228,2,50,1,3,3,27,0,1,2,1,25,"175,000",,,14,,12,10,2,,1,0,8,0,,,2,2,1,3,2,4,2,1,1,,,,,1,,,,,,,,,3,4,5,2,1,1,3,,3,2,,,,
57229,1,83,1,3,4,22,0,1,3,1,16,"32,500",,,18,,12,12,4,,1,1,5,0,,,2,1,2,5,3,5,3,2,,6,3,4,3,,2,2,1,1,,,,,,,,,,1,2,,,,2,4,1,2
57230,1,67,1,1,0,,1,1,4,1,,,,,19,17,16,12,4,3,3,1,5,1,,25,2,2,2,0,1,2,1,1,,4,3,2,2,,2,1,1,1,,,,,,,,,,1,1,2,,,2,4,2,
57231,2,84,1,1,2,24,0,2,3,1,20,"67,500",,,13,16,,9,1,3,,0,5,5,,,2,2,2,4,2,4,2,1,,7,5,5,5,,2,1,8,1,,,,,,,,,,1,2,1,,,2,4,1,1
57232,2,59,2,3,1,32,2,1,3,,10,"13,750",1,500,16,,12,12,3,,1,1,2,0,1,,2,2,,0,1,2,1,1,1,1,1,3,1,2,,,,,,,2,1,,,,,,,3,,3,1,1,1,5,1
57233,2,45,1,5,0,,1,1,2,,21,"82,500",21,"82,500",20,,16,16,4,,3,3,1,0,40,,2,2,,0,1,2,1,1,1,2,1,1,1,2,,,,,,,1,1,,,,,,,2,,2,1,2,4,3,
57234,1,55,1,1,0,,2,1,2,,20,"67,500",17,"37,500",14,13,12,12,2,1,1,1,1,1,50,60,1,2,,5,3,6,3,1,2,7,3,5,5,2,2,1,1,1,,,1,1,,,,,,,1,1,2,1,2,4,1,
57235,2,62,1,3,1,40,1,1,3,1,6,"6,500",,,17,,16,16,4,,3,3,7,0,,,1,2,10,5,3,5,3,1,2,,,,,,,,,,,,4,,1,5,4,3,2,3,3,,4,2,,,,
57236,2,77,1,3,3,21,0,1,3,2,9,"11,250",,,12,,12,,1,,1,0,5,0,,,2,2,3,3,2,4,2,1,1,,,,,2,,,,,,,,,1,4,5,3,2,5,2,,3,2,,,,
57237,1,46,1,5,0,,1,1,3,2,23,"120,000",23,"120,000",16,,10,12,3,,1,1,2,0,25,,2,2,2,2,2,2,1,2,1,,,,,1,,,,,2,3,2,1,1,3,5,4,2,5,2,,2,2,,,,
57238,1,59,1,3,1,30,0,1,3,,20,"67,500",,,15,,,12,1,,,1,5,0,,,2,1,,3,2,4,2,2,2,5,3,5,3,1,,,,,,,,,,,,,,,1,,1,3,2,2,5,5
57239,2,20,2,5,0,,2,1,2,,15,"27,500",3,"3,500",12,,11,12,1,,0,1,2,0,31,,2,2,,2,2,3,1,2,2,1,3,2,3,2,,,,,,,3,1,,,,,,,2,,3,2,2,4,3,4
57240,1,63,1,4,7,33,1,1,2,,16,"32,500",16,"32,500",18,,,16,4,,,3,2,0,20,,1,2,,0,1,2,1,2,1,3,2,3,2,1,,,,,,,1,1,,,,,,,2,,2,,2,4,2,
57241,2,71,1,3,0,,1,1,3,1,15,"27,500",9,"11,250",16,,16,16,4,,3,3,1,0,40,,2,2,2,5,3,5,3,1,1,,,,,1,,,,,4,3,1,1,2,3,4,5,1,5,1,,3,1,,,,
57242,1,37,3,5,0,,1,1,3,2,19,"55,000",19,"55,000",14,,,10,1,,,1,1,0,60,,2,1,4,2,2,2,1,2,,2,1,4,1,,2,1,1,1,4,2,1,,,,,,,5,2,,,,1,1,1,1
57243,2,27,1,1,3,19,1,2,2,2,17,"37,500",,,12,9,,3,0,0,,0,7,1,,40,,,1,3,2,3,1,2,,1,1,5,1,,2,1,1,1,,,1,,,,,,,2,1,1,,,1,4,1,1
57244,2,26,1,1,2,23,1,1,2,,19,"55,000",,,12,8,,9,1,0,,0,7,1,,40,,,,3,2,4,2,1,1,1,1,3,1,2,,,,,,,1,,,,,,,,2,1,2,1,2,4,2,4
57245,1,46,1,5,1,20,2,1,2,1,18,"45,000",3,"3,500",12,,,9,1,,,1,1,0,48,,2,2,7,2,2,2,1,2,2,,,,,2,,,,,4,3,1,2,2,1,5,3,4,5,1,,3,2,,,,
57246,2,56,1,5,4,19,3,2,3,2,21,"82,500",,,3,,3,0,0,,0,0,7,0,,,2,2,4,3,2,5,3,2,1,,,,,2,,,,,,,1,,4,2,5,1,3,5,3,,3,2,,,,
57247,2,45,3,3,1,21,3,1,3,,16,"32,500",15,"27,500",14,,,6,1,,,0,2,0,35,,2,2,,1,1,4,2,1,1,4,3,5,3,1,,,,,,,3,2,,,,,,,3,,3,1,1,4,1,1
57248,1,62,1,3,2,24,1,2,2,1,18,"45,000",18,"45,000",12,,9,6,1,,0,0,1,0,40,,2,2,2,1,1,4,2,2,,3,3,3,3,,1,1,1,1,2,3,1,,3,2,5,4,1,1,2,,,,2,1,1,1
57249,1,24,2,5,0,,2,1,2,2,,,,,11,,,14,1,,,1,2,0,35,,2,2,1,3,2,6,3,2,,5,1,1,1,,1,2,1,2,4,3,2,,,,,,,3,2,,,,1,4,3,1
57250,1,48,2,3,4,16,2,1,2,1,20,"67,500",20,"67,500",16,,16,8,3,,3,0,1,0,40,,2,1,4,2,2,3,1,2,2,,,,,1,,,,,4,2,2,2,3,4,5,1,2,1,2,,4,1,,,,
57251,1,31,2,5,0,,1,1,2,,18,"45,000",18,"45,000",14,,,9,1,,,0,1,0,40,,2,2,,4,2,4,2,1,1,4,3,1,1,1,2,2,1,1,,,2,1,,,,,,,3,,1,1,2,4,4,
57252,1,37,2,5,0,,1,1,3,,20,"67,500",20,"67,500",16,,16,16,3,,3,3,1,0,40,,2,2,,0,1,3,1,1,1,2,1,3,2,1,,,,,,,1,1,,,,,,,3,,1,1,1,4,1,1
57253,2,35,2,5,2,16,1,1,2,2,13,"21,250",13,"21,250",12,,12,12,1,,1,1,3,0,,,2,1,5,0,1,4,2,1,,4,2,3,3,,1,1,1,1,3,3,2,,2,3,5,1,4,5,1,,,,2,1,1,1
57254,2,26,1,5,2,20,1,2,2,,17,"37,500",,,12,,12,6,1,,1,0,7,0,,,2,2,,1,1,2,1,1,1,5,1,3,1,1,2,2,2,2,,,2,,,,,,,,1,,2,2,2,4,2,1
57255,2,54,1,1,1,20,2,2,2,,6,"6,500",6,"6,500",10,9,,0,0,0,,0,2,2,20,25,2,2,,2,2,4,2,2,1,1,5,5,5,2,2,1,1,1,,,1,2,,,,,,,1,1,3,1,2,4,3,1
57256,2,36,1,5,1,20,1,1,3,2,15,"27,500",15,"27,500",13,,18,,1,,3,,1,0,40,,2,2,0,0,1,2,1,2,,1,1,3,1,,2,2,1,1,4,3,2,,5,2,4,1,3,1,2,,,,2,4,3,4
57257,2,79,1,1,4,24,0,1,3,,9,"11,250",,,12,8,3,8,1,0,0,0,5,5,,,2,1,,4,2,4,2,1,1,6,,3,3,1,8,8,8,1,,,,,,,,,,,2,2,2,1,2,4,1,3
57258,2,78,2,3,5,22,0,1,4,2,9,"11,250",,,11,,10,10,0,,0,0,5,0,,,2,2,3,0,1,6,3,2,,1,1,1,1,,2,2,8,2,,,,,2,4,5,3,1,1,3,,,,2,4,3,3
57259,1,27,1,5,0,,1,1,2,,14,"23,750",14,"23,750",12,,14,12,1,,2,1,2,0,20,,2,2,,2,2,2,1,1,2,3,2,2,1,1,2,1,1,1,,,4,1,,,,,,,3,,3,1,1,4,4,
57260,2,20,3,5,0,,3,1,3,1,,,6,"6,500",14,,,10,1,,0,1,2,0,25,,2,2,1,2,2,5,3,1,,5,2,3,2,,2,1,1,1,3,1,1,,3,4,5,2,1,5,2,,,,1,4,1,3
57261,1,41,1,1,2,25,1,2,2,,22,"100,000",22,"100,000",12,12,,12,1,1,,1,1,4,40,,2,2,,5,3,,,2,1,4,3,3,3,1,2,1,1,1,,,1,1,,,,,,,2,2,3,1,2,4,1,1
57262,1,63,1,3,0,,1,1,2,,17,"37,500",,,12,,17,16,1,,3,3,4,0,,,2,2,,4,2,6,3,1,2,4,3,3,3,1,2,2,1,1,,,4,2,,,,,,,3,,2,3,1,4,5,4
57263,1,25,2,5,0,,2,1,2,,15,"27,500",9,"11,250",13,,,12,1,,,2,4,0,,,2,2,,1,1,4,2,2,1,7,2,5,1,1,2,2,2,1,,,4,1,,,,,,,3,,3,1,1,4,2,5
57264,2,32,1,1,2,28,1,2,2,2,9,"11,250",,,12,12,3,6,1,1,0,0,7,2,,30,2,2,4,1,1,4,2,2,,1,3,3,2,,2,2,1,1,,,2,,,,,,,5,2,2,,,2,4,1,1
57265,2,34,2,5,2,18,0,1,1,2,8,"9,000",,,5,,,12,0,,,1,7,0,,,2,2,6,1,1,4,2,2,1,,,,,1,,,,,,,1,,2,4,5,1,3,4,2,,4,2,,,,
57266,1,46,3,1,2,30,2,1,3,1,21,"82,500",20,"67,500",16,16,18,16,3,3,3,1,1,2,45,30,2,2,1,2,2,3,1,2,1,,,,,2,,,,,3,3,1,1,4,2,3,5,1,1,2,1,2,1,,,,
57267,1,50,1,1,4,20,4,2,2,2,17,"37,500",13,"21,250",9,7,0,0,0,0,0,0,1,1,40,40,2,2,14,3,2,5,3,2,,6,3,3,3,,2,1,2,1,4,3,3,,4,1,5,2,3,5,2,2,,,2,4,2,2
57268,2,34,3,4,3,17,1,1,2,2,17,"37,500",17,"37,500",11,,3,4,1,,0,0,1,0,32,,2,2,2,2,2,2,1,2,1,,,,,1,,,,,2,2,2,2,1,3,4,2,5,5,2,,2,2,,,,
57269,2,22,1,5,3,17,0,1,2,,5,"5,500",,,11,,16,14,0,,1,1,4,0,,,2,2,,3,2,4,2,1,1,2,2,2,3,1,2,1,1,1,,,2,1,,,,,,,3,,4,2,1,4,3,4
57270,1,35,1,1,2,32,1,2,2,2,16,"32,500",16,"32,500",6,12,,4,0,1,,0,1,7,50,,2,2,1,1,1,5,3,1,,5,2,5,2,,2,1,2,1,3,3,3,,,,,,,3,2,2,,,2,4,2,2
57271,2,41,1,1,3,32,1,2,2,2,14,"23,750",,,6,14,1,2,0,1,0,0,7,1,,30,2,2,0,2,2,5,3,2,,1,1,1,2,,2,8,1,8,,,1,,2,5,3,4,1,5,2,2,,,2,4,1,1
57272,2,53,1,1,3,20,3,2,2,2,14,"23,750",8,"9,000",3,3,0,4,0,0,0,0,2,2,28,35,2,1,3,3,2,2,1,2,1,,,,,2,,,,,2,3,1,2,2,4,5,1,3,5,1,1,3,2,,,,
57273,2,54,1,1,4,16,2,2,2,2,12,"18,750",,,6,0,6,0,0,0,0,0,7,1,,40,,,2,5,3,5,3,2,1,,,,,2,,,,,,,4,,4,2,5,1,3,5,2,2,3,2,,,,
57274,2,50,3,5,0,,0,1,3,,,,,,20,,9,20,1,,0,1,7,0,,,,,,,,,,1,1,1,1,3,1,1,2,1,1,8,,,1,,,,,,,,,,4,1,2,4,5,
57275,2,38,1,1,3,18,2,2,2,2,18,"45,000",7,"7,500",13,12,12,7,1,1,1,0,2,1,3,40,1,2,2,5,3,4,2,2,,3,3,2,3,,2,1,1,1,4,2,2,,,,,,,5,2,2,,,1,4,1,1
57276,2,35,1,1,4,18,2,2,2,2,17,"37,500",13,"21,250",11,9,9,9,0,0,0,0,1,1,40,40,1,2,2,0,1,4,2,2,,7,1,1,1,,2,1,1,1,4,3,2,,5,3,4,1,2,4,2,1,,,2,4,1,2
57277,1,19,2,5,0,,3,2,2,,9,"11,250",,,12,,,16,1,,,3,6,0,,,,,,3,2,4,2,1,1,7,1,3,3,1,2,2,1,1,,,,,,,,,,,1,,1,1,2,4,1,1
57278,1,56,3,1,4,35,0,2,2,,,,,,9,3,2,0,0,0,0,0,8,7,,,2,2,,2,2,6,3,2,2,1,1,1,1,,,,,,,,,,,,,,,,1,1,4,2,2,4,2,
57279,1,46,3,1,2,40,1,1,3,,25,"175,000",25,"175,000",16,19,,14,1,3,,1,1,7,65,,1,2,,2,2,4,2,2,1,5,4,4,3,1,2,1,1,1,,,2,1,,,,,,,1,1,2,1,2,1,2,2
57280,2,68,1,1,2,20,2,2,2,1,15,"27,500",,,2,0,0,0,0,0,0,0,5,5,,,2,2,3,0,1,4,2,1,,6,5,5,5,,2,2,1,1,,,,,,,,,,5,3,3,,,2,4,1,1
57281,2,41,1,4,0,,1,1,2,2,19,"55,000",19,"55,000",14,,14,16,1,,1,3,1,0,40,,2,1,1,0,1,3,1,2,1,,,,,2,,,,,4,3,1,1,3,2,5,4,1,3,2,,2,1,,,,
57282,1,29,1,1,2,26,1,2,2,,,,,,12,13,12,12,0,1,1,1,2,7,16,,1,2,,3,2,5,3,1,1,7,1,3,1,2,,,,,,,1,1,,,,,,,1,1,2,1,1,4,2,1
57283,2,61,3,1,0,,1,2,3,1,13,"21,250",10,"13,750",14,12,,16,1,1,,3,2,5,32,,2,1,4,5,3,4,2,1,,4,4,3,3,,2,1,2,2,4,3,2,,5,4,2,3,1,3,2,2,,,1,1,3,3
57284,1,56,1,1,0,,2,1,3,2,19,"55,000",11,"16,250",16,17,16,14,1,3,3,2,1,4,37,,2,2,2,4,2,4,2,1,1,,,,,2,,,,,3,2,1,1,3,1,5,4,2,4,3,3,1,2,,,,
57285,2,33,1,3,2,16,1,1,1,2,14,"23,750",,,12,,12,12,1,,1,1,7,0,,,2,2,0,5,3,4,2,1,,1,1,1,3,,2,1,1,2,,,1,,,,,,,5,3,,,,1,4,5,1
57286,2,24,3,5,0,,1,1,3,2,18,"45,000",18,"45,000",16,,16,12,3,,4,1,1,0,40,,2,1,1,1,1,3,1,2,,4,3,3,2,,2,1,1,1,4,2,1,,4,5,3,2,1,5,1,,,,2,4,2,1
57287,1,69,1,1,0,,2,1,3,2,25,"175,000",13,"21,250",14,16,9,9,1,3,0,0,1,3,45,,1,2,2,0,1,3,1,1,,4,3,3,2,,2,1,8,8,4,3,1,,,,,,,1,2,2,,,1,4,1,
57288,1,61,1,1,2,26,2,1,4,1,25,"175,000",21,"82,500",17,20,12,12,4,4,,1,2,1,40,40,1,,1,0,1,2,1,2,1,,,,,3,,,,,4,3,2,1,4,5,3,2,1,1,2,1,2,1,,,,
57289,2,78,2,2,0,,0,1,1,,8,"9,000",,,13,,8,8,1,,0,0,5,0,,,2,2,,2,2,4,2,1,1,1,3,3,2,2,8,8,8,1,,,,,,,,,,,2,,4,3,2,4,2,
57290,1,43,1,2,1,28,1,1,2,,9,"11,250",9,"11,250",12,,,,1,,0,,2,0,14,,2,2,,3,2,4,2,1,1,6,5,1,1,,,,,,,,1,1,,,,,,,1,,2,1,2,4,1,3
57291,1,52,1,3,2,23,1,1,1,2,3,"3,500",,,11,,,,0,,,,4,0,,,2,2,4,5,3,,,1,,6,1,3,2,,2,2,8,2,,,2,,,,,,,3,2,,,,1,4,4,1
57292,1,59,1,5,0,,0,1,2,,2,"2,000",,,12,,12,12,1,,1,1,4,0,,,2,2,,1,1,2,1,2,1,4,3,3,3,2,,,,,,,1,2,,,,,,,2,,2,1,1,4,5,
57293,1,69,1,3,0,,2,1,4,1,25,"175,000",25,"175,000",20,,16,16,4,,3,3,2,0,8,,1,2,3,0,1,2,1,2,,2,2,2,2,,2,1,1,1,4,3,1,,,,,,,1,2,,,,2,4,2,
57294,1,37,1,1,1,36,2,1,3,,21,"82,500",,,14,16,16,16,2,3,3,3,2,1,40,40,1,,,0,1,2,1,1,2,4,2,3,1,1,1,1,1,2,,,2,1,,,,,,,1,1,1,1,1,4,2,1
57295,2,41,1,1,1,29,2,1,3,,24,"140,000",20,"67,500",16,13,12,12,3,1,1,1,1,1,40,40,2,2,,1,1,2,1,1,1,1,3,3,3,2,,,,,,,1,2,,,,,,,1,1,1,1,2,2,3,1
57296,2,59,1,3,2,40,0,2,3,1,2,"2,000",,,16,,16,16,3,,3,3,7,0,,,1,2,2,2,2,2,1,2,1,,,,,2,,,,,,,1,,3,5,2,4,1,1,1,,1,1,,,,
57297,2,23,1,5,0,,1,1,2,,12,"18,750",12,"18,750",15,,12,14,1,,1,1,6,0,,,2,2,,7,,4,2,2,2,4,3,1,3,1,,,,,,,,,,,,,,,2,,2,2,1,4,2,1
57298,1,19,3,5,0,,2,1,3,2,23,"120,000",,,12,,12,12,1,,1,1,6,0,,,,,4,2,2,4,2,1,,5,3,3,2,,1,1,1,1,,,,,1,2,3,4,5,1,1,,,,2,4,3,1
