CASEID,SEX,AGE,RACE,MARITAL,CHILDS,AGEKDBRN,EARNRS,BORN,CLASS,DWELOWN,INCOMECAT,INCOME,RINCOMECAT,RINCOME,EDUC,SPEDU,PAEDU,MAEDUC,DEGREE,SPDEG,PADEG,MADEG,WRKSTAT,SPWRKSTA,HRS1,SPHRS1,WRKSLF,WRKGOVT,TVHOURS,PARTYID,PARTYID3,POLVIEWS,POLVIEWS3,CAPUN,GUNLAW,EQWLTH,HELPPOOR,HELPNOT,HELPSICK,TAX,ODDS1,ODDS2,HOTCORE,EARTHSUN,JOBLOSE,JOBFIND,SATJOB,RICHWORK,JOBINC,JOBSEC,JOBHOURS,JOBPROMO,JOBMEANS,NEWS,HAPPY,HAPMAR,HEALTH,LIFE,UNEMP,UNION,PARSOL,KIDSSOL
59005,1,29,1,1,3,22,2,1,2,2,18,"45,000",8,"9,000",12,14,12,,1,2,1,,1,1,45,40,2,2,1,1,1,4,2,1,,4,3,3,3,,2,2,8,2,3,2,1,,,,,,,5,1,1,,,1,4,3,2
59006,1,52,1,3,2,35,1,1,3,,19,"55,000",19,"55,000",17,,16,12,3,,3,1,1,0,40,,2,2,,3,2,4,2,,2,5,3,3,2,2,,,,,,,3,1,,,,,,,2,,2,2,1,4,4,3
59007,1,23,1,5,0,,1,1,2,,17,"37,500",,,13,,,12,1,,,1,2,0,30,,2,2,,2,2,3,1,2,1,5,3,,5,2,,,,,,,3,1,,,,,,,2,,1,3,1,4,2,1
59008,1,33,1,1,2,28,2,1,3,1,22,"100,000",18,"45,000",12,16,16,18,1,3,3,4,1,1,50,40,2,1,2,6,3,6,3,1,2,,,,,2,,,,,4,3,1,2,3,4,5,2,1,4,2,1,2,2,,,,
59009,1,56,1,1,2,37,1,1,3,1,23,"120,000",23,"120,000",16,17,16,18,3,2,3,4,1,7,50,,2,2,3,7,,7,3,1,,7,5,5,4,,2,1,1,1,4,2,1,,,,,,,5,2,2,,,2,4,3,2
59010,1,28,1,5,2,16,1,1,2,,13,"21,250",13,"21,250",16,,12,14,3,,1,2,1,0,40,,2,1,,4,2,3,1,1,2,4,3,3,3,1,,,,,,,1,1,,,,,,,2,,2,1,2,4,3,2
59011,2,76,1,1,4,20,0,1,3,1,19,"55,000",,,12,12,4,13,1,1,0,1,5,5,,,2,1,3,5,3,5,3,1,,5,5,5,3,,2,1,8,1,,,,,,,,,,1,2,2,,,2,2,3,4
59012,1,33,1,1,1,31,2,1,2,,20,"67,500",19,"55,000",14,12,14,16,1,1,1,3,1,2,60,25,2,2,,4,2,5,3,1,1,7,4,5,4,1,,,,,,,2,2,,,,,,,2,2,2,2,1,4,1,1
59013,1,68,1,1,2,26,0,1,3,1,21,"82,500",,,12,12,12,12,1,1,1,1,5,5,,,2,1,3,6,3,6,3,1,2,,,,,1,,,,,,,,,1,3,5,2,4,2,2,2,2,2,,,,
59014,1,44,1,1,2,25,3,1,3,,20,"67,500",16,"32,500",15,14,12,12,1,1,1,1,1,1,40,65,2,2,,2,2,3,1,1,1,2,2,1,1,3,,,,,,,2,2,,,,,,,1,1,2,1,2,1,2,1
59015,2,74,1,1,5,16,2,1,2,,21,"82,500",,,9,12,,,0,1,0,0,5,5,,,2,2,,6,3,7,3,1,1,7,5,5,3,1,2,8,1,1,,,,,,,,,,,1,1,3,2,2,4,1,5
59016,2,55,1,1,1,43,3,1,2,,20,"67,500",17,"37,500",16,16,12,12,3,3,1,1,1,5,40,,2,1,,2,2,4,2,1,1,5,4,3,3,2,,,,,,,2,2,,,,,,,3,2,2,2,2,4,2,3
59017,1,67,1,1,2,25,2,2,2,,21,"82,500",18,"45,000",15,12,18,18,1,1,4,1,5,5,,,1,2,,6,3,6,3,1,2,7,4,5,5,1,2,1,1,1,,,,,,,,,,,2,1,3,2,2,4,3,3
59018,2,59,1,1,2,31,2,1,3,,25,"175,000",20,"67,500",18,16,8,16,4,3,0,3,1,1,40,50,2,2,,2,2,4,2,2,1,5,3,3,3,1,2,1,2,1,,,1,1,,,,,,,1,2,1,1,1,4,4,1
59019,2,55,2,5,3,22,2,1,3,1,18,"45,000",12,"18,750",12,,5,4,1,,0,0,1,0,68,,2,2,0,1,1,4,2,2,1,,,,,2,,,,,4,3,2,1,1,4,5,3,2,4,2,,2,1,,,,
59020,2,45,2,5,3,19,0,1,1,2,9,"11,250",,,10,,,,0,,,,8,0,,,2,2,10,2,2,,,1,1,,,,,2,,,,,,,,,3,4,5,1,2,5,2,,3,1,,,,
59021,1,56,2,5,0,,1,1,3,2,18,"45,000",18,"45,000",9,,,,0,,,0,1,0,60,,2,2,5,5,3,1,1,1,,2,5,1,1,,2,2,1,1,,3,1,,1,2,5,4,3,3,1,,,,2,4,1,3
59022,2,27,1,5,1,23,1,1,2,2,14,"23,750",14,"23,750",14,,20,16,1,,4,3,1,0,45,,1,2,2,6,3,6,3,1,1,,,,,2,,,,,4,1,1,1,3,4,5,1,2,5,1,,2,2,,,,
59023,2,34,1,1,3,21,2,1,2,,16,"32,500",9,"11,250",11,11,6,9,0,0,0,0,1,1,36,50,2,2,,3,2,4,2,1,1,5,3,4,3,2,,,,,,,3,2,,,,,,,1,1,2,2,1,4,2,4
59024,1,61,2,4,0,,0,1,3,1,16,"32,500",,,17,,,14,1,,,1,5,0,,,2,1,0,2,2,2,1,1,1,,,,,2,,,,,,,,,4,5,1,2,3,4,3,,1,1,,,,
59025,2,30,2,1,0,,2,1,2,2,22,"100,000",18,"45,000",17,17,,16,3,3,,3,1,1,40,30,2,1,2,0,1,3,1,2,1,,,,,1,,,,,4,1,1,1,1,4,5,2,3,2,1,1,2,2,,,,
59026,1,25,3,5,0,,1,2,2,2,2,"2,000",2,"2,000",16,,10,4,3,,0,0,1,0,40,,2,2,1,5,3,3,1,1,,7,4,3,1,,2,1,1,1,4,3,1,,,,,,,4,2,,,,1,4,1,1
59027,1,56,2,5,1,37,1,1,2,2,11,"16,250",,,12,,,9,1,,,0,1,0,40,,2,2,6,0,1,2,1,2,1,,,,,1,,,,,1,3,2,1,2,3,4,1,5,2,2,,3,2,,,,
59028,1,58,1,2,0,,1,1,3,1,19,"55,000",19,"55,000",12,,12,12,1,,1,1,1,0,60,,2,2,2,6,3,6,3,1,2,,,,,1,,,,,4,3,1,1,3,2,5,4,1,5,2,,2,1,,,,
59029,2,38,1,3,3,19,1,1,2,,20,"67,500",5,"5,500",12,,,12,1,,,1,2,0,20,,1,2,,3,2,4,2,2,1,5,1,4,2,1,,,,,,,1,2,,,,,,,1,,2,1,1,4,2,1
59030,2,26,2,5,1,26,1,1,2,,2,"2,000",2,"2,000",15,,12,13,1,,1,1,3,0,,,2,2,,1,1,4,2,2,1,4,,4,2,2,,,,,,,2,1,,,,,,,1,,2,1,1,4,3,1
59031,2,71,1,1,2,21,0,1,3,1,18,"45,000",,,16,12,11,11,1,1,0,0,5,5,,,2,2,3,5,3,5,3,1,1,,,,,1,,,,,,,,,3,5,4,2,1,1,2,2,2,2,,,,
59032,1,44,2,3,5,24,2,1,2,2,18,"45,000",12,"18,750",11,,,12,0,,,1,1,0,45,,2,2,4,0,1,2,1,2,2,,,,,2,,,,,4,3,2,1,1,4,5,3,2,5,3,,2,2,,,,
59033,2,35,2,5,0,,1,1,1,1,13,"21,250",13,"21,250",16,,18,17,3,,4,4,1,0,40,,2,2,3,1,1,4,2,1,1,,,,,1,,,,,4,3,1,1,3,4,5,2,1,3,2,,1,2,,,,
59034,2,38,2,1,2,19,3,1,2,,21,"82,500",18,"45,000",18,12,14,12,4,1,1,1,1,1,40,30,2,1,,0,1,6,3,1,1,1,2,2,3,1,2,1,1,1,,,1,1,,,,,,,1,2,1,1,1,1,1,2
59035,2,53,2,2,3,21,1,1,2,2,12,"18,750",12,"18,750",9,,6,,0,,0,,1,0,34,,2,2,7,6,3,2,1,,,4,3,3,3,,2,1,1,2,4,1,1,,1,5,3,4,2,5,1,,,,2,4,2,2
59036,2,28,2,4,2,21,1,1,1,2,11,"16,250",11,"16,250",13,,,12,1,,,1,1,0,60,,2,,2,3,2,4,2,1,,2,2,3,1,,2,1,1,2,4,2,4,,1,2,5,4,3,5,1,,,,1,4,3,1
59037,1,84,1,2,0,,0,1,3,1,2,"2,000",,,10,,,,1,,0,0,5,0,,,2,2,2,7,,4,2,2,1,,,,,2,,,,,,,,,1,4,2,3,5,2,3,,2,2,,,,
59038,1,50,3,3,1,35,1,2,2,1,9,"11,250",9,"11,250",12,,,6,1,,,0,2,0,30,,1,2,5,0,1,,,2,,1,1,1,1,,8,1,1,1,3,3,3,,,,,,,5,3,,,,2,4,2,2
59039,2,65,2,1,3,20,2,1,3,,4,"4,500",3,"3,500",6,7,2,4,0,0,0,0,1,1,40,40,2,1,,0,1,4,2,2,1,7,1,1,1,1,,,,,,,1,2,,,,,,,1,1,2,2,2,4,1,1
59040,1,26,1,5,3,18,2,1,2,,20,"67,500",11,"16,250",12,,12,18,1,,1,4,1,0,25,,1,2,,4,2,4,2,1,1,2,1,3,1,1,2,1,1,1,,,2,1,,,,,,,2,,3,1,1,4,4,3
59041,2,52,1,1,3,24,2,1,3,,19,"55,000",13,"21,250",12,14,,12,1,1,,1,3,1,,40,2,2,,6,3,7,3,1,1,7,4,5,3,1,1,1,1,1,,,1,1,,,,,,,1,2,1,1,2,4,2,3
59042,1,59,2,5,0,,0,1,1,,8,"9,000",,,12,,1,1,1,,0,0,8,0,,,2,1,,0,1,3,1,,1,5,1,1,1,1,,,,,,,,,,,,,,,3,,4,2,2,4,3,3
59043,1,54,1,3,0,,1,1,1,,7,"7,500",,,13,,20,19,1,,4,4,4,0,,,2,2,,2,2,4,2,2,2,6,2,3,2,2,,,,,,,3,1,,,,,,,2,,2,2,1,4,5,
59044,2,44,1,1,2,17,3,1,3,,25,"175,000",22,"100,000",11,17,12,14,1,3,1,1,1,2,40,40,1,2,,6,3,4,2,1,2,7,3,4,4,1,2,1,8,2,,,1,1,,,,,,,2,1,2,1,2,4,2,3
59045,2,67,1,1,8,18,0,1,1,1,11,"16,250",,,8,2,0,0,0,0,0,0,8,5,,,,,8,3,2,3,1,1,2,,,,,3,,,,,,,,,1,4,5,2,3,1,3,3,4,1,,,,
59046,2,63,1,3,4,21,1,1,1,2,11,"16,250",11,"16,250",14,,,8,1,,,0,2,0,12,,1,2,2,2,2,6,3,1,1,,,,,2,,,,,1,1,1,2,3,4,5,2,1,1,2,,2,2,,,,
59047,2,29,1,5,0,,1,1,2,2,17,"37,500",17,"37,500",16,,16,14,3,,3,2,1,0,40,,2,1,3,5,3,4,2,1,1,,,,,2,,,,,3,1,1,1,4,2,5,1,3,3,1,,2,2,,,,
59048,1,60,1,1,3,25,2,1,3,,22,"100,000",18,"45,000",20,16,17,16,4,3,3,3,1,1,60,45,2,1,,5,3,6,3,1,2,5,3,5,4,1,,,,,,,1,1,,,,,,,1,1,1,1,2,4,3,3
59049,1,20,1,5,0,,3,1,3,,21,"82,500",4,"4,500",12,,16,15,1,,4,2,1,0,79,,2,2,,5,3,2,1,1,2,4,4,2,2,1,2,1,1,1,,,1,1,,,,,,,2,,2,1,1,,1,3
59050,2,65,1,3,8,19,1,1,2,,4,"4,500",1,500,12,,12,,1,,1,,1,0,40,,2,2,,3,2,6,3,1,1,5,5,5,5,1,2,2,1,2,,,2,1,,,,,,,1,,2,1,1,4,4,3
59051,1,27,3,1,3,20,3,1,2,1,9,"11,250",,,12,12,,14,1,1,,1,4,7,,,2,2,8,3,2,4,2,1,,1,3,4,2,,2,1,1,1,,,2,,,,,,,4,3,2,,,1,4,4,3
59052,2,53,1,5,2,25,2,1,2,,11,"16,250",,,13,,,,1,,,0,7,0,,,2,2,,3,2,,,,1,1,3,2,2,2,2,1,2,1,,,2,,,,,,,,2,,3,2,1,4,2,2
59053,2,67,1,3,2,22,2,1,3,1,20,"67,500",13,"21,250",12,,0,8,1,,0,0,1,0,40,,2,1,2,0,1,4,2,1,,1,2,3,3,,8,2,2,1,3,1,1,,,,,,,2,2,,,,2,4,1,4
59054,2,30,1,3,1,20,1,1,3,2,16,"32,500",16,"32,500",15,,11,12,2,,1,1,1,0,45,,1,2,2,5,3,4,2,1,,7,4,5,5,,2,1,1,1,3,1,1,,3,5,4,1,2,5,1,,,,2,4,2,1
59055,2,19,1,5,0,,6,1,3,1,23,"120,000",3,"3,500",13,,11,12,1,,,1,1,0,40,,2,1,2,2,2,4,2,2,1,,,,,2,,,,,4,1,2,1,1,2,5,4,3,2,1,,1,1,,,,
59056,1,79,1,1,2,25,2,1,3,1,17,"37,500",,,14,12,10,12,1,1,0,1,5,5,,,2,1,6,5,3,5,3,1,,2,3,3,3,,8,2,1,1,,,,,2,1,5,3,4,4,3,1,,,2,4,2,3
59057,1,33,1,3,3,21,1,1,2,2,21,"82,500",,,13,,12,12,1,,1,1,1,0,50,,2,2,1,1,1,4,2,1,1,,,,,2,,,,,4,1,2,2,2,5,4,1,3,5,2,,2,2,,,,
59058,1,75,1,2,3,20,1,2,2,1,12,"18,750",10,"13,750",12,,,,0,,,0,2,0,32,,2,2,3,3,2,4,2,1,2,,,,,2,,,,,4,,1,1,5,3,1,4,2,2,1,,1,2,,,,
59059,2,79,1,1,2,20,0,1,3,1,13,"21,250",,,11,12,3,,0,1,0,0,5,5,,,2,2,5,6,3,5,3,,2,,,,,1,,,,,,,,,4,3,5,1,2,4,2,1,2,2,,,,
59060,2,32,1,1,4,20,1,1,2,,17,"37,500",,,11,8,12,11,0,0,1,0,7,1,,65,2,2,,4,2,,,1,1,4,3,1,5,2,,,,,,,1,,,,,,,,2,2,3,2,2,4,1,1
59061,2,70,1,3,3,23,1,1,3,1,17,"37,500",,,18,,12,12,4,,1,1,5,0,,,2,1,2,2,2,3,1,2,2,,,,,2,,,,,,,,,3,4,2,5,1,1,1,,1,1,,,,
59062,1,58,1,4,5,22,2,1,3,2,11,"16,250",11,"16,250",11,,,0,0,,,0,2,0,20,,1,2,8,4,2,5,3,1,,4,1,1,5,,2,2,1,2,2,3,1,,,,,,,2,2,,,,1,4,4,2
59063,1,73,3,3,5,21,0,1,2,1,2,"2,000",,,8,,,,0,,0,0,5,0,,,2,2,8,3,2,6,3,,,4,1,1,1,,8,8,1,2,,,,,2,4,3,5,1,3,2,,,,2,4,1,3
59064,1,45,1,3,3,16,1,1,3,,19,"55,000",19,"55,000",11,,5,6,0,,0,0,1,0,35,,1,2,,2,2,5,3,1,1,4,5,3,3,2,,,,,,,1,1,,,,,,,3,,1,1,1,4,2,1
59065,2,33,1,1,4,18,1,1,1,,11,"16,250",,,11,11,,6,0,0,,0,1,1,50,,2,2,,3,2,3,1,1,1,1,1,,1,1,8,1,1,2,,,2,1,,,,,,,3,2,3,2,2,4,2,1
59066,1,80,1,1,3,21,0,1,2,,13,"21,250",,,7,11,1,0,0,0,0,0,5,5,,,2,2,,2,2,4,2,1,1,1,5,3,1,2,8,1,8,1,,,,,,,,,,,1,1,2,2,2,4,3,5
59067,1,64,3,1,8,28,0,2,2,,15,"27,500",,,5,6,,1,0,0,,0,5,7,,,2,2,,0,1,4,2,1,1,4,3,2,2,2,,,,,,,,,,,,,,,2,1,3,1,1,4,2,1
59068,2,54,1,5,2,22,1,1,2,1,16,"32,500",16,"32,500",14,,14,9,1,,1,0,1,0,52,,2,1,2,3,2,4,2,1,,1,1,1,3,,2,2,1,2,4,2,2,,,,,,,2,2,,,,2,4,3,3
59069,1,53,1,3,3,20,1,1,3,,20,"67,500",20,"67,500",14,,,14,1,,0,1,1,0,20,,1,2,,4,2,6,3,1,2,6,4,4,4,1,,,,,,,2,1,,,,,,,2,,1,1,2,4,2,4
59070,2,42,1,1,3,20,1,2,2,,20,"67,500",,,15,12,2,2,2,1,0,0,7,1,,54,,,,3,2,6,3,,1,7,5,3,,1,2,1,1,8,,,1,,,,,,,,1,1,1,1,2,4,1,1
59071,2,31,1,5,5,16,0,1,1,1,1,500,,,9,,7,7,0,,0,0,7,0,,,2,2,2,3,2,2,1,2,2,,,,,2,,,,,,,1,,2,3,5,4,1,5,1,,1,1,,,,
59072,1,54,1,1,2,33,2,1,2,1,23,"120,000",22,"100,000",12,12,12,16,1,1,1,3,1,1,89,50,2,2,3,6,3,6,3,1,1,,,,,2,,,,,4,1,1,2,5,2,4,3,1,1,1,1,2,1,,,,
59073,2,78,1,2,2,20,1,1,2,1,15,"27,500",,,6,,,,0,,,0,7,0,,,2,2,3,3,2,6,3,,,3,3,3,3,,2,1,8,2,,,2,,4,2,5,3,1,5,2,,,,2,4,2,4
59074,2,28,3,5,2,25,0,1,2,,6,"6,500",,,12,,,,1,,0,,7,0,,,2,1,,3,2,6,3,,1,5,3,3,1,1,,,,,,,2,,,,,,,,2,,2,2,2,4,2,1
59075,2,37,1,5,3,23,1,2,2,2,17,"37,500",,,15,,6,6,3,,0,0,7,0,,,2,1,2,1,1,5,3,2,1,,,,,1,,,,,,,2,,3,1,4,2,5,5,1,,2,2,,,,
59076,1,18,1,5,0,,3,1,2,1,15,"27,500",,,13,,14,16,1,,2,,1,0,45,,2,2,0,5,3,5,3,1,1,,,,,2,,,,,4,1,2,1,2,5,4,1,3,5,1,,2,1,,,,
59077,2,37,1,5,2,20,1,1,3,1,19,"55,000",19,"55,000",17,,,13,3,,,1,1,0,60,,2,1,1,6,3,6,3,,2,,,,,1,,,,,1,2,4,1,5,3,1,4,2,1,2,,2,2,,,,
59078,1,43,3,1,3,25,1,1,2,1,21,"82,500",21,"82,500",8,12,7,7,0,1,0,0,1,7,60,,2,2,1,3,2,2,1,1,1,,,,,1,,,,,4,3,1,1,4,3,5,2,1,5,2,1,2,2,,,,
59079,2,19,3,5,0,,,1,3,1,,,,,10,,,11,0,,,,6,0,,,,,5,3,2,2,1,2,,2,1,3,3,,2,2,1,1,,,,,5,3,1,2,4,2,1,,,,2,4,2,1
59080,1,39,3,1,3,24,1,1,2,1,25,"175,000",25,"175,000",12,12,4,16,1,1,0,3,1,7,40,,2,2,3,7,,4,2,1,1,,,,,1,,,,,4,3,1,1,4,1,5,3,2,3,1,1,1,1,,,,
59081,2,52,3,1,2,24,2,2,2,1,15,"27,500",15,"27,500",4,4,4,0,0,0,0,0,1,5,50,,2,2,0,3,2,6,3,,1,,,,,2,,,,,4,1,2,1,5,4,3,1,2,5,2,2,2,2,,,,
59082,1,22,3,5,2,17,3,1,2,,9,"11,250",1,500,9,,,11,0,,,0,4,0,,,2,2,,1,1,7,3,2,1,6,2,2,2,2,2,2,1,1,,,2,1,,,,,,,1,,1,1,1,4,3,3
59083,2,35,3,5,3,16,3,1,2,,18,"45,000",5,"5,500",12,,,8,1,,,0,2,0,20,,2,2,,3,2,4,2,1,1,1,1,5,3,1,2,2,8,2,,,1,1,,,,,,,2,,3,1,1,4,1,1
59084,2,25,1,1,0,,3,1,2,,24,"140,000",18,"45,000",10,10,12,12,1,0,1,1,1,2,57,30,2,2,,3,2,6,3,1,,4,3,3,3,1,,,,,,,1,1,,,,,,,2,2,4,1,1,4,4,2
59085,1,51,1,1,4,30,2,1,2,1,23,"120,000",19,"55,000",12,16,,4,1,3,,0,1,1,84,40,2,2,10,2,2,4,2,1,,4,3,3,3,,2,1,1,1,4,2,1,,,,,,,4,2,2,,,1,4,3,4
59086,2,30,1,5,4,17,1,1,3,1,14,"23,750",,,11,,15,12,0,,2,0,7,0,,,,,3,0,1,5,3,2,,2,3,3,2,,2,1,1,2,,,3,,,,,,,3,2,,,,2,4,1,1
59087,2,70,1,4,6,17,0,2,1,1,1,500,,,6,,,,0,,,,7,0,,,2,2,3,3,2,6,3,2,2,,,,,1,,,,,,,1,,4,3,2,5,1,4,3,,3,2,,,,
59088,2,30,1,4,2,19,1,2,2,2,18,"45,000",8,"9,000",12,,12,6,1,,,0,1,0,40,,2,2,2,1,1,6,3,1,,3,3,3,3,,1,1,1,1,3,2,2,,2,1,3,4,5,5,1,,,,1,4,1,1
59089,2,59,2,3,4,16,1,1,3,,9,"11,250",2,"2,000",12,,,8,1,,,0,3,0,,,2,2,,0,1,3,1,2,1,3,3,3,3,2,,,,,,,2,2,,,,,,,2,,3,2,2,4,3,1
59090,1,49,2,5,0,,1,1,2,2,3,"3,500",3,"3,500",10,,12,17,0,,1,3,2,0,32,,1,2,5,0,1,7,3,2,,4,4,3,5,,2,2,1,2,3,3,1,,1,5,2,3,4,5,2,,,,2,4,2,1
59091,2,29,1,1,0,,2,1,3,1,25,"175,000",,,14,13,18,13,1,1,4,1,1,1,40,80,1,2,2,5,3,6,3,1,,7,3,3,3,,2,1,1,1,4,1,1,,,,,,,3,1,1,,,2,4,1,2
59092,1,30,1,1,1,26,1,1,2,,22,"100,000",,,16,12,14,,3,1,2,,1,7,40,,2,2,,5,3,5,3,1,1,3,2,4,2,2,,,,,,,1,1,,,,,,,1,1,2,1,1,4,2,3
59093,2,62,3,1,1,25,1,2,3,,23,"120,000",16,"32,500",0,16,0,0,0,4,0,0,2,5,28,,2,2,,6,3,6,3,1,2,5,4,5,4,1,,,,,,,1,1,,,,,,,2,1,3,2,2,4,1,3
59094,2,35,1,1,2,29,2,1,2,1,20,"67,500",15,"27,500",15,14,18,16,2,2,4,2,1,1,30,60,2,2,1,6,3,6,3,1,2,,,,,2,,,,,4,2,1,1,3,5,2,4,1,3,1,1,1,1,,,,
59095,1,55,1,1,1,41,2,1,3,1,25,"175,000",25,"175,000",16,12,12,12,3,1,1,1,1,2,70,20,1,2,3,5,3,6,3,1,,7,4,5,4,,1,1,1,1,4,2,1,,2,4,3,5,1,1,1,1,,,2,4,1,3
59096,2,77,1,2,2,21,0,2,4,1,,,,,15,,,8,2,,,0,7,0,,,1,2,2,5,3,,,1,,,5,,1,,8,8,8,8,,,1,,,,,,,1,2,,,,2,4,,3
59097,2,78,1,2,3,20,1,1,3,,19,"55,000",,,18,,10,15,4,,0,1,5,0,,,2,1,,0,1,4,2,1,1,2,3,3,3,1,,,,,,,,,,,,,,,2,,2,2,2,4,2,3
59098,2,89,1,2,2,21,0,1,2,1,3,"3,500",,,14,,13,12,1,,1,1,5,0,,,2,2,1,5,3,6,3,2,,7,3,4,2,,8,2,8,2,,,,,,,,,,1,1,,,,2,4,3,3
59099,2,41,1,3,2,33,1,1,3,,19,"55,000",19,"55,000",18,,18,12,4,,4,1,1,0,50,,2,1,,3,2,4,2,2,1,4,3,3,1,2,2,1,1,1,,,1,1,,,,,,,2,,1,2,2,4,4,2
59100,1,53,1,1,2,22,2,1,2,,22,"100,000",19,"55,000",14,14,6,,2,2,0,,1,1,40,40,2,1,,5,3,4,2,1,1,5,3,3,2,2,,,,,,,1,1,,,,,,,2,2,2,1,1,4,1,3
59101,2,74,1,2,2,25,1,1,3,1,,,,,18,,12,14,4,,1,3,2,0,50,,1,,3,6,3,5,3,1,1,,,,,1,,,,,4,3,2,2,4,2,5,3,1,3,2,,2,1,,,,
59102,1,78,1,2,5,19,0,1,1,,,,,,14,,4,8,1,,0,0,5,0,,,1,2,2,3,2,5,3,,,5,4,5,3,,2,1,1,1,,,,,3,5,4,1,2,4,2,,,,2,4,3,3
59103,2,46,1,1,1,32,2,1,4,1,25,"175,000",,,14,20,15,12,1,3,1,1,7,1,,50,2,1,3,1,1,4,2,1,2,,,,,1,,,,,,,1,,3,2,5,4,1,2,1,1,2,1,,,,
59104,1,60,1,3,1,42,0,1,1,2,8,"9,000",,,14,,10,10,3,,0,0,5,0,,,2,2,4,2,2,4,2,2,,7,3,3,3,,8,8,1,2,,,,,2,4,5,3,1,1,2,,,,1,4,4,2
59105,2,61,3,3,3,19,1,1,4,2,14,"23,750",14,"23,750",12,,,3,1,,,0,1,0,89,,1,2,5,5,3,7,3,1,2,,,,,1,,,,,1,1,1,1,1,3,5,4,2,5,1,,2,1,,,,
59106,1,48,1,2,1,24,1,2,3,2,18,"45,000",18,"45,000",15,,16,12,1,,3,1,1,0,40,,2,2,3,3,2,4,2,2,1,,,,,1,,,,,4,1,1,1,3,2,4,5,1,2,2,,2,1,,,,
59107,1,21,3,5,0,,3,2,2,,,,2,"2,000",14,,,12,1,,,1,2,0,33,,2,1,,0,1,2,1,1,2,3,2,2,2,2,,,,,,,2,1,,,,,,,2,,2,1,2,4,2,1
59108,2,77,1,3,4,25,0,1,3,,17,"37,500",,,16,,16,12,3,,4,1,5,0,,,2,1,,2,2,3,1,2,1,2,2,,1,2,,,,,,,,,,,,,,,2,,2,1,2,4,4,2
59109,2,25,1,5,0,,1,1,2,2,9,"11,250",9,"11,250",15,,,12,1,,,1,6,0,,,2,2,4,4,2,6,3,1,,3,4,2,1,,2,2,1,1,,,,,4,3,5,2,1,4,1,,,,2,4,3,
59110,1,36,1,5,1,25,1,1,2,2,16,"32,500",16,"32,500",11,,14,12,1,,2,1,1,0,40,,2,2,3,3,2,6,3,1,,5,3,4,5,,1,1,1,1,4,2,1,,,,,,,4,2,,,,1,4,4,4
59111,1,32,1,3,3,21,1,1,2,,13,"21,250",12,"18,750",14,,12,12,1,,1,1,1,0,40,,2,2,,3,2,1,1,1,2,7,3,4,2,1,,,,,,,2,1,,,,,,,2,,1,1,2,4,3,2
59112,2,19,1,5,0,,0,1,1,,1,500,,,8,,12,10,0,,1,0,6,0,,,,,1,2,2,5,3,2,2,,,,,1,,,,,,,,,5,2,4,3,1,2,1,,1,2,,,,
59113,2,29,1,5,0,,1,1,3,2,20,"67,500",20,"67,500",19,,16,12,4,,3,1,1,0,45,,2,1,2,1,1,6,3,1,1,,,,,2,,,,,4,3,1,1,2,1,4,3,5,1,2,,1,2,,,,
59114,1,60,1,5,0,,1,1,2,2,14,"23,750",14,"23,750",15,,,12,1,,,1,4,0,,,2,2,10,6,3,7,3,1,2,,,,,1,,,,,,,3,1,2,3,5,4,1,1,3,,2,3,,,,
59115,2,34,3,5,0,,0,1,2,2,1,500,,,12,,12,10,1,,1,0,1,0,40,,1,2,4,2,2,2,1,2,1,,,,,2,,,,,1,2,2,1,3,2,4,5,1,2,2,,3,2,,,,
59116,2,77,1,3,0,,0,1,3,1,16,"32,500",,,13,,11,11,1,,0,0,5,0,,,2,2,5,3,2,4,2,1,,7,5,5,5,,2,1,2,2,,,,,3,4,5,2,1,2,1,,,,2,4,2,
59117,2,57,1,3,1,29,1,1,3,2,18,"45,000",18,"45,000",18,,,16,4,,,3,1,0,50,,2,1,2,0,1,1,1,2,1,,,,,2,,,,,4,2,2,1,1,4,3,2,5,2,2,,1,2,,,,
59118,2,24,1,5,0,,2,1,2,2,17,"37,500",,,17,,12,16,3,,1,3,1,0,50,,2,2,3,1,1,3,1,2,1,,,,,1,,,,,3,2,1,1,2,4,5,3,1,5,2,,2,2,,,,
59119,1,31,1,1,0,,2,1,2,,20,"67,500",18,"45,000",15,17,17,12,2,2,3,1,1,2,45,24,2,1,,3,2,4,2,1,1,4,2,2,2,1,,,,,,,2,1,,,,,,,2,1,3,1,2,1,1,1
59120,2,63,1,3,1,28,0,1,1,,2,"2,000",,,12,,4,4,1,,0,0,7,0,,,2,2,,1,1,4,2,2,1,1,1,1,1,1,2,1,1,1,,,4,,,,,,,,3,,3,1,1,4,1,1
59121,2,78,1,1,6,16,0,1,3,1,19,"55,000",,,16,14,14,18,4,2,1,4,5,9,,,2,1,2,5,3,3,1,1,,7,5,5,5,,2,1,1,1,,,,,,,,,,1,2,,,,2,1,2,2
59122,2,86,1,1,4,29,0,1,2,1,19,"55,000",,,20,15,16,16,3,1,3,2,5,5,,,2,1,3,3,2,4,2,,1,,,,,1,,,,,,,,,2,,,3,1,1,1,1,4,1,,,,
59123,1,21,1,5,0,,1,1,3,1,5,"5,500",,,12,,,20,1,,,4,2,0,20,,2,2,3,5,3,6,3,1,,4,,5,5,,2,1,1,1,4,2,1,,4,3,5,2,1,5,2,,,,1,4,4,
